id_venta,periodo,anio,mes,fuente_archivo,hoja_origen,fecha_carga,fecha_creacion,factura_no,mesa,comensales,facturador,sede_homologada,vendedor,cliente,documento,telefono,forma_pago_original,fecha_pago,medio_pago,valor_pago,valor_venta,valor_descuentos,valor_neto,propina,domicilio,total_factura,base_inc_8,imp_inc_8,base_iva_19,imp_iva_19,base_otros,imp_otros,tipo_impuesto_detectado,estado_tributario,filas_asociadas,filas_detalle_impuesto,estado_registro,alerta_calidad,observacion_revision
VEN-202511-000288,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 15:40:53.469,POS5627,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 15:40:53.722,Tarjeta Débito,96000,90382.69530034236,0.0,90382.69530034236,0,0,96000,28703.7037037037,2296.296296296296,17478.99159663865,3321.008403361345,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000289,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 15:41:55.648,POS5628,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 15:41:55.844,Efectivo,27300,26788.88888888889,0.0,26788.88888888889,0,0,27300,6388.888888888889,511.1111111111111,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000290,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 15:48:03.819,POS5629,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 15:48:04.102,Tarjeta Débito,33900,32937.03703703704,0.0,32937.03703703704,0,0,33900,12037.03703703704,962.9629629629628,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000291,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 15:54:42.867,POS5631,Mesa 7,1,Caja,JP,Caja,OSCAR RAMIRO CASTILLO MOLINA,76310667.0,3178533530.0,Tarjeta crédito,2025-11-16 15:54:43.083,Tarjeta crédito,35400,34177.77777777777,0.0,34177.77777777777,0,0,35400,15277.77777777778,1222.222222222222,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000292,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 15:58:27.781,POS5632,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 15:58:27.981,Tarjeta Débito,30400,29770.37037037037,0.0,29770.37037037037,0,0,30400,7870.37037037037,629.6296296296296,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000293,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 16:09:08.771,POS5633,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-16 16:09:09.170,Tarjeta crédito,123200,117066.1686896981,0.0,117066.1686896981,0,0,123200,30370.37037037036,2429.62962962963,19495.79831932773,3704.201680672269,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000294,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 16:12:28.480,POS5634,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 16:12:28.726,Efectivo,39900,38640.74074074074,0.0,38640.74074074074,0,0,39900,15740.74074074074,1259.259259259259,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000295,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 16:21:41.961,POS5635,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 16:21:42.226,Efectivo,32400,31511.11111111111,0.0,31511.11111111111,0,0,32400,11111.11111111111,888.8888888888888,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000296,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 16:40:01.317,POS5636,Mesa 3,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 16:40:01.491,Tarjeta Débito,79400,77547.89915966387,0.0,77547.89915966387,0,0,79400,0.0,0.0,9747.899159663866,1852.100840336135,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
VEN-202511-000297,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 17:19:49.739,POS5637,Mesa 4,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 17:19:50.100,Efectivo,63800,60807.15841892313,0.0,60807.15841892313,0,0,63800,14259.25925925926,1140.740740740741,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000298,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 17:31:47.347,POS5638,Mesa 3,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 17:31:47.721,Tarjeta Débito,57970,67059.25925925927,10058.88888888889,57000.37037037038,0,0,57970,12120.37037037037,969.6296296296296,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000299,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 17:43:21.815,POS5639,Mesa 3,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 17:43:22.403,Efectivo,61400,58659.01027077498,0.0,58659.01027077498,0,0,61400,11111.11111111111,888.8888888888888,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000300,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 17:59:58.502,POS5640,Mesa 2,1,Nathalie,POR VALIDAR,Esteban,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-16 18:00:01.007,Transferencia,24900,24455.55555555555,0.0,24455.55555555555,0,0,24900,5555.555555555555,444.4444444444444,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000301,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 18:05:25.317,POS5641,Mesa 3,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-16 18:05:25.577,Tarjeta crédito,75100,71201.33831310303,0.0,71201.33831310303,0,0,75100,18796.2962962963,1503.703703703704,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000302,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 18:27:04.922,POS5642,Mesa 2,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 18:27:06.603,Efectivo,42400,41770.37037037037,0.0,41770.37037037037,0,0,42400,7870.37037037037,629.6296296296296,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000303,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 18:27:41.402,POS5643,Mesa 2,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 18:27:41.599,Tarjeta Débito,34700,33144.31995020231,0.0,33144.31995020231,0,0,34700,7870.37037037037,629.6296296296296,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000304,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 18:41:16.757,POS5644,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-16 18:41:17.136,Tarjeta crédito,76700,72682.8197945845,0.0,72682.8197945845,0,0,76700,20277.77777777778,1622.222222222222,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000305,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 18:47:14.963,POS5645,Mesa 2,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 18:47:16.698,Efectivo,30400,29474.07407407407,0.0,29474.07407407407,0,0,30400,11574.07407407407,925.9259259259259,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000306,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 18:53:19.712,POS5646,Caja,1,Caja,JP,Caja,Nathalie Rodriguez Barajas,1144172630.0,3117640437.0,Efectivo,2025-11-16 18:53:19.963,Efectivo,0,36214.81481481482,5432.222222222223,30782.59259259259,0,0,30940,1967.592592592593,157.4074074074074,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,INCONSISTENTE,TOTAL_NO_COINCIDE,
VEN-202511-000307,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:08:07.636,POS5647,Mesa 3,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-16 19:08:09.392,Transferencia,45300,42060.59757236228,0.0,42060.59757236228,0,0,45300,10555.55555555555,844.4444444444443,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000308,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:08:42.828,POS5648,Mesa 2,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-16 19:08:44.623,Transferencia,30300,29455.55555555555,0.0,29455.55555555555,0,0,30300,10555.55555555555,844.4444444444443,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000309,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:14:58.771,POS5649,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 19:14:58.943,Efectivo,43400,40523.56053532524,0.0,40523.56053532524,0,0,43400,6018.518518518518,481.4814814814815,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000310,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:17:45.537,POS5650,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 19:17:45.855,Tarjeta Débito,81800,78992.34360410832,0.0,78992.34360410832,0,0,81800,11944.44444444444,955.5555555555554,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000311,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:30:01.391,POS5651,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 19:30:02.459,Tarjeta Débito,88500,83223.4360410831,0.0,83223.4360410831,0,0,88500,24444.44444444444,1955.555555555555,17478.99159663865,3321.008403361345,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000312,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:32:53.138,POS5652,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 19:32:53.349,Tarjeta Débito,44100,41885.06069094304,0.0,41885.06069094304,0,0,44100,16111.11111111111,1288.888888888889,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000313,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:37:03.492,POS5653,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 19:37:12.962,Tarjeta Débito,66300,63159.01027077498,0.0,63159.01027077498,0,0,66300,16111.11111111111,1288.888888888889,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000314,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 19:53:26.897,POS5654,Mesa 2,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-16 19:53:27.298,Tarjeta crédito,20900,20900.0,0.0,20900.0,0,0,20900,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,POR VALIDAR,IMPUESTO_POR_VALIDAR,
VEN-202511-000315,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 20:08:51.116,POS5655,Mesa 6,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 20:08:51.421,Tarjeta Débito,35100,33662.83846872082,0.0,33662.83846872082,0,0,35100,6388.888888888889,511.1111111111111,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000316,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 20:10:04.382,POS5656,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-16 20:10:04.653,Tarjeta crédito,64400,61510.86212262682,0.0,61510.86212262682,0,0,64400,12962.96296296296,1037.037037037037,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000317,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 20:19:21.848,POS5657,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-16 20:19:22.142,Tarjeta crédito,84600,82903.70370370371,0.0,82903.70370370371,0,0,84600,21203.7037037037,1696.296296296296,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000318,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 20:28:43.241,POS5658,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 20:28:43.451,Efectivo,5800,55785.06069094304,0.0,55785.06069094304,0,0,57600,11111.11111111111,888.8888888888888,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,INCONSISTENTE,TOTAL_NO_COINCIDE,
VEN-202511-000319,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 20:29:26.428,POS5659,Mesa 4,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 20:29:28.266,Efectivo,42800,40108.74572051043,0.0,40108.74572051043,0,0,42800,3703.703703703703,296.2962962962963,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000320,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 20:57:45.050,POS5660,Caja,1,Caja,JP,Caja,LEYDI LILIANA BARAJAS NARVAEZ,1192808832.0,3218459937.0,Efectivo,2025-11-16 20:57:45.256,Efectivo,0,3500.0,0.0,3500.0,0,0,3500,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,INCONSISTENTE,IMPUESTO_POR_VALIDAR | TOTAL_NO_COINCIDE,
VEN-202511-000321,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 21:16:58.314,POS5661,Mesa 5,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-16 21:17:00.361,Transferencia,80500,75778.99159663866,0.0,75778.99159663866,0,0,80500,17500.0,1400.0,17478.99159663865,3321.008403361345,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000322,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 21:17:21.763,POS5662,Mesa 4,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-16 21:17:23.717,Transferencia,105300,100640.4917522565,0.0,100640.4917522565,0,0,105300,35092.59259259259,2807.407407407407,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000323,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 21:18:23.458,POS5663,Domicilio,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 21:18:25.335,Efectivo,69200,67170.37037037036,0.0,67170.37037037036,0,9000,69200,25370.37037037037,2029.629629629629,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000324,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 21:18:46.342,POS5664,Mesa 2,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-16 21:18:48.333,Transferencia,89500,83907.06504824152,0.0,83907.06504824152,0,0,89500,26203.7037037037,2096.296296296296,18403.36134453781,3496.638655462184,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000325,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 21:20:33.244,POS5665,Caja,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-16 21:20:33.410,Tarjeta Débito,79400,77547.89915966387,0.0,77547.89915966387,0,0,79400,0.0,0.0,9747.899159663866,1852.100840336135,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
VEN-202511-000326,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 21:57:33.384,POS5666,Mesa 2,1,Nathalie,POR VALIDAR,Nathalie,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-16 21:57:35.289,Efectivo,62500,60433.20883909119,0.0,60433.20883909119,0,0,62500,14259.25925925926,1140.740740740741,4873.949579831933,926.0504201680673,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000327,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-16 22:04:47.148,POS5667,Mesa 7,1,Caja,JP,Caja,LEYDI LILIANA BARAJAS NARVAEZ,1192808832.0,3218459937.0,Efectivo,2025-11-16 22:04:47.358,Efectivo,0,3500.0,0.0,3500.0,0,0,3500,0.0,0.0,0.0,0.0,0.0,0.0,POR_VALIDAR,POR VALIDAR,1,0,INCONSISTENTE,IMPUESTO_POR_VALIDAR | TOTAL_NO_COINCIDE,
VEN-202511-000328,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 12:01:07.315,POS5668,Mesa 2,1,Esteban,POR VALIDAR,Esteban,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 12:01:11.106,Efectivo,28400,27037.03703703704,0.0,27037.03703703704,0,0,28400,17037.03703703704,1362.962962962963,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000329,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 12:08:04.731,POS5669,Mesa 2,1,Esteban,POR VALIDAR,Esteban,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 12:08:08.506,Efectivo,21500,20277.77777777778,0.0,20277.77777777778,0,0,21500,15277.77777777778,1222.222222222222,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000330,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 12:32:20.871,POS5670,Mesa 2,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-17 12:32:22.476,Tarjeta Débito,125200,118382.6953003423,0.0,118382.6953003423,0,0,125200,43703.7037037037,3496.296296296296,17478.99159663865,3321.008403361345,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000331,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 12:38:03.307,POS5671,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-17 12:38:04.893,Tarjeta Débito,108100,100695.2692187986,0.0,100695.2692187986,0,0,108100,32685.18518518518,2614.814814814815,25210.08403361345,4789.915966386555,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000332,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 12:42:05.586,POS5672,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 12:42:07.164,Efectivo,79300,76492.34360410832,0.0,76492.34360410832,0,0,79300,11944.44444444444,955.5555555555554,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000333,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 12:44:04.357,POS5673,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-17 12:44:05.919,Tarjeta Débito,61200,58325.67693744165,0.0,58325.67693744165,0,0,61200,12777.77777777778,1022.222222222222,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000334,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:02:24.073,POS5674,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-17 13:02:24.368,Tarjeta Débito,97400,93399.75101151573,0.0,93399.75101151573,0,0,97400,26851.85185185185,2148.148148148148,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000335,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:07:39.199,POS5675,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 13:07:39.550,Efectivo,79400,78029.50513538749,0.0,78029.50513538749,0,0,79400,0.0,0.0,4873.949579831933,926.0504201680673,12455.55555555555,444.4444444444444,SOLO_IVA,OK,2,1,OK,,
VEN-202511-000336,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:09:00.854,POS5676,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-17 13:09:01.147,Tarjeta crédito,27900,27159.25925925926,0.0,27159.25925925926,0,0,27900,9259.25925925926,740.7407407407406,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000337,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:13:16.254,POS5677,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 13:13:16.516,Efectivo,81500,77030.84344849052,0.0,77030.84344849052,0,0,81500,14351.85185185185,1148.148148148148,17478.99159663865,3321.008403361345,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000338,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:19:05.582,POS5678,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-17 13:19:05.874,Tarjeta crédito,28800,28288.88888888889,0.0,28288.88888888889,0,0,28800,6388.888888888889,511.1111111111111,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,OK,,
VEN-202511-000339,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:27:41.492,POS5680,Mesa 6,1,Caja,JP,Caja,TRENDY SHOP BTA SAS,901374981.0,,Tarjeta Débito,2025-11-17 13:27:41.812,Tarjeta Débito,48900,46505.04201680672,0.0,46505.04201680672,0,0,48900,0.0,0.0,12605.04201680672,2394.957983193277,0.0,0.0,SOLO_IVA,OK,1,0,OK,,
VEN-202511-000340,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:28:23.847,POS5681,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 13:28:24.143,Efectivo,46400,43375.41238717709,0.0,43375.41238717709,0,0,46400,7870.37037037037,629.6296296296296,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000341,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:28:59.106,POS5682,Mesa 2,1,Esteban,POR VALIDAR,Esteban,Consumidor Final,222222222222.0,0.0,Efectivo,2025-11-17 13:29:03.057,Efectivo,64100,61461.22004357298,0.0,61461.22004357298,0,0,64100,13425.92592592592,1074.074074074074,8235.29411764706,1564.705882352941,0.0,0.0,MIXTO,OK,2,1,POR VALIDAR,SEDE_POR_VALIDAR,
VEN-202511-000342,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:30:37.557,POS5683,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-17 13:30:37.816,Tarjeta Débito,45400,42375.41238717709,0.0,42375.41238717709,0,0,45400,7870.37037037037,629.6296296296296,12605.04201680672,2394.957983193277,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000343,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:36:09.296,POS5684,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta Débito,2025-11-17 13:36:09.579,Tarjeta Débito,96800,92488.51540616248,0.0,92488.51540616248,0,0,96800,19166.66666666666,1533.333333333333,14621.8487394958,2778.151260504202,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000344,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:39:44.075,POS5685,Mesa 7,1,Caja,JP,Caja,Consumidor Final,222222222222.0,0.0,Tarjeta crédito,2025-11-17 13:39:44.359,Tarjeta crédito,74300,71936.78804855276,0.0,71936.78804855276,0,0,74300,6388.888888888889,511.1111111111111,9747.899159663866,1852.100840336135,0.0,0.0,MIXTO,OK,2,1,OK,,
VEN-202511-000345,2025-11,2025,11,2025_11_Noviembre.xlsx,Ventas,2026-04-20,2025-11-17 13:43:38.044,POS5686,Mesa 2,1,Esteban,POR VALIDAR,Esteban,Consumidor Final,222222222222.0,0.0,Transferencia,2025-11-17 13:43:41.948,Transferencia,27900,27381.48148148148,0.0,27381.48148148148,0,0,27900,6481.481481481481,518.5185185185185,0.0,0.0,0.0,0.0,SOLO_INC,OK,1,0,POR VALIDAR,SEDE_POR_VALIDAR,
